semantic_text,synonyms,flow_name,description,material_tags,unit,flow_type,category_path,cas_number,chemical_formula
Flow: Propene | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 000115-07-1 | Materials: other,,Propene,,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,000115-07-1,
"Flow: Triethyl 2-hydroxypropane-1,2,3-tricarboxylate | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000077-93-0 | Materials: other",,"Triethyl 2-hydroxypropane-1,2,3-tricarboxylate",,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000077-93-0,
Flow: Theophylline | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000058-55-9 | Materials: other,,Theophylline,,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000058-55-9,
Flow: Methyl 4-hydroxybenzoate | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000099-76-3 | Materials: other,,Methyl 4-hydroxybenzoate,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000099-76-3,
Flow: Hydrogen peroxide | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 007722-84-1 | Materials: other,,Hydrogen peroxide,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,007722-84-1,
Flow: Foramsulfuron | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 173159-57-4 | Materials: other,,Foramsulfuron,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,173159-57-4,
"Flow: Diquat dibromide | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 85-00-7 | Chemical Formula: C12H12Br2N2 | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 329d57e1-1ca2-5df0-a83b-a78b8955585b",,Diquat dibromide,"EcoSpold 2 elementary exchange, ID = 329d57e1-1ca2-5df0-a83b-a78b8955585b",other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,85-00-7,C12H12Br2N2
Flow: Dinitrogen tetroxide | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 010544-72-6 | Materials: other,,Dinitrogen tetroxide,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,010544-72-6,
"Flow: Ammonia, HU | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 007664-41-7 | Materials: other",,"Ammonia, HU",,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,007664-41-7,
Flow: Benalaxyl-M | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 098243-83-5 | Materials: other,,Benalaxyl-M,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,098243-83-5,
"Flow: Ammonia, FR | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 007664-41-7 | Materials: other",,"Ammonia, FR",,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,007664-41-7,
Flow: Sodium sulfate | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 007757-82-6 | Materials: other,,Sodium sulfate,,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,007757-82-6,
Flow: Quizalofop-P-ethyl | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 100646-51-3 | Materials: other,,Quizalofop-P-ethyl,,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,100646-51-3,
"Flow: Bromopropane | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 106-94-5 | Chemical Formula: C3H7Br | Materials: other | Description: EcoSpold 2 elementary exchange, ID = f2e4394f-61bb-5493-983d-d3d5b7b96a41",,Bromopropane,"EcoSpold 2 elementary exchange, ID = f2e4394f-61bb-5493-983d-d3d5b7b96a41",other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,106-94-5,C3H7Br
Flow: Theophylline | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000058-55-9 | Materials: other,,Theophylline,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000058-55-9,
Flow: Lactofen | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 077501-63-4 | Materials: other,,Lactofen,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,077501-63-4,
Flow: Boric acid | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 010043-35-3 | Materials: other,,Boric acid,,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,010043-35-3,
"Flow: PAH, polycyclic aromatic hydrocarbons | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 130498-29-2 | Materials: carbon",,"PAH, polycyclic aromatic hydrocarbons",,carbon,kg,Elementary Flow,Elementary flows > Emission to air > indoor,130498-29-2,
"Flow: Propanol, (2-(2-methoxymethylethoxy)methylethoxy)- | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 025498-49-1 | Materials: other",,"Propanol, (2-(2-methoxymethylethoxy)methylethoxy)-",,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,025498-49-1,
"Flow: Tebuthiuron | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water | Unit: kg | CAS Number: 34014-18-1 | Chemical Formula: C9H16N4OS | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 16ab4f8f-e8d0-5b7c-9827-41e70d5fe6c5",,Tebuthiuron,"EcoSpold 2 elementary exchange, ID = 16ab4f8f-e8d0-5b7c-9827-41e70d5fe6c5",other,kg,Elementary Flow,Elementary flows > Emission to water > ground water,34014-18-1,C9H16N4OS
Flow: Sodium sulfate | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 007757-82-6 | Materials: other,,Sodium sulfate,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,007757-82-6,
"Flow: Piperidine, 1,1'-(hexathiodicarbonothioyl)bis- | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000971-15-3 | Materials: carbon",,"Piperidine, 1,1'-(hexathiodicarbonothioyl)bis-",,carbon,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000971-15-3,
Flow: Zinc oxide | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 001314-13-2 | Materials: zinc,,Zinc oxide,,zinc,kg,Elementary Flow,Elementary flows > Emission to air > indoor,001314-13-2,
"Flow: Trichlorosilane | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 10025-78-2 | Chemical Formula: Cl3HSi | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 68824a06-2815-4202-9f12-efec86f8df89",,Trichlorosilane,"EcoSpold 2 elementary exchange, ID = 68824a06-2815-4202-9f12-efec86f8df89",other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,10025-78-2,Cl3HSi
"Flow: Acetic acid, trifluoro- | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 000076-05-1 | Materials: other",,"Acetic acid, trifluoro-",,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,000076-05-1,
Flow: Dimethyl adipate | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000627-93-0 | Materials: other,,Dimethyl adipate,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000627-93-0,
"Flow: Trifloxystrobin | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 141517-21-7 | Chemical Formula: C20H19F3N2O4 | Materials: other | Description: EcoSpold 2 elementary exchange, ID = d1a0b5a7-beb7-47e6-83b7-99560324008f",,Trifloxystrobin,"EcoSpold 2 elementary exchange, ID = d1a0b5a7-beb7-47e6-83b7-99560324008f",other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,141517-21-7,C20H19F3N2O4
"Flow: Piperidine, 1,1'-(hexathiodicarbonothioyl)bis- | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 000971-15-3 | Materials: carbon",,"Piperidine, 1,1'-(hexathiodicarbonothioyl)bis-",,carbon,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,000971-15-3,
Flow: Cadmium oxide | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 001306-19-0 | Materials: other,,Cadmium oxide,,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,001306-19-0,
Flow: Piperazine | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 000110-85-0 | Materials: other,,Piperazine,,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,000110-85-0,
Flow: Acetylsalicylic acid | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 000050-78-2 | Materials: other,,Acetylsalicylic acid,,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,000050-78-2,
Flow: Ethyl chloroformate | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 000541-41-3 | Materials: other,,Ethyl chloroformate,,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,000541-41-3,
"Flow: Propane, 2-chloro- | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000075-29-6 | Materials: other",,"Propane, 2-chloro-",,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000075-29-6,
Flow: Tetradecane | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 000629-59-4 | Materials: other,,Tetradecane,,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,000629-59-4,
"Flow: Ethanol, 2-propoxy- | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 002807-30-9 | Materials: ethanol",,"Ethanol, 2-propoxy-",,ethanol,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,002807-30-9,
"Flow: Phenol, 2,4-bis(1,1-dimethylethyl)- | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 96-76-4 | Materials: other",,"Phenol, 2,4-bis(1,1-dimethylethyl)-",,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,96-76-4,
Flow: Chlorine dioxide | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 010049-04-4 | Materials: other,,Chlorine dioxide,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,010049-04-4,
"Flow: Emamectin benzoate | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 155569-91-8 | Chemical Formula: C56H81NO15 | Materials: tin | Description: EcoSpold 2 elementary exchange, ID = d255161b-252c-5289-914d-bb8f776e1f55",,Emamectin benzoate,"EcoSpold 2 elementary exchange, ID = d255161b-252c-5289-914d-bb8f776e1f55",tin,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,155569-91-8,C56H81NO15
"Flow: Hydrocarbons, unspecified | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | Materials: carbon | Description: EcoSpold 2 elementary exchange, ID = f9abb851-8731-4c5b-b057-863996a1f94a",,"Hydrocarbons, unspecified","EcoSpold 2 elementary exchange, ID = f9abb851-8731-4c5b-b057-863996a1f94a",carbon,kg,Elementary Flow,Elementary flows > Emission to air > low population density,,
"Flow: Ammonia, LV | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 007664-41-7 | Materials: other",,"Ammonia, LV",,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,007664-41-7,
Flow: C.I. Pigment red 149 | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 004948-15-6 | Materials: other,,C.I. Pigment red 149,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,004948-15-6,
Flow: Dipotassium carbonate | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000584-08-7 | Materials: carbon,,Dipotassium carbonate,,carbon,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000584-08-7,
Flow: HC Blue no. 2 | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 033229-34-4 | Materials: other,,HC Blue no. 2,,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,033229-34-4,
"Flow: 3,7-Dimethyl-1-octanol | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000106-21-8 | Materials: other",,"3,7-Dimethyl-1-octanol",,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000106-21-8,
"Flow: Halosulfuron | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 135397-30-7 | Chemical Formula: C12H13ClN6O7S | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 7a85a3d1-520e-5d35-9a4c-d506e106a8d2",,Halosulfuron,"EcoSpold 2 elementary exchange, ID = 7a85a3d1-520e-5d35-9a4c-d506e106a8d2",other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,135397-30-7,C12H13ClN6O7S
"Flow: Herbicides, unspecified | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 4b1af256-23b8-4e53-8148-cf52040f5ad7",,"Herbicides, unspecified","EcoSpold 2 elementary exchange, ID = 4b1af256-23b8-4e53-8148-cf52040f5ad7",other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,,
"Flow: Benzene, 1,1'-sulfonylbis 4-chloro- | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000080-07-9 | Materials: other",,"Benzene, 1,1'-sulfonylbis 4-chloro-",,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000080-07-9,
"Flow: Hydrocarbons, unspecified | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | Materials: carbon",,"Hydrocarbons, unspecified",,carbon,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,,
"Flow: N-methyl-2-pyrrolidone | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 872-50-4 | Chemical Formula: C5H9NO | Materials: other | Description: EcoSpold 2 elementary exchange, ID = bc97db5d-196f-4413-8d9b-ed5c8a0e0ce9",,N-methyl-2-pyrrolidone,"EcoSpold 2 elementary exchange, ID = bc97db5d-196f-4413-8d9b-ed5c8a0e0ce9",other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,872-50-4,C5H9NO
